Eid|Sid|Order|Title|Created at|Description|Course
64|4|1|Lec 1: Dot product , MIT 18.02 Multivariable Calculus, Fall 2007|2009-01-16T19:38:33Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|PxCxlsl_YwY
65|4|2|Lec 2: Determinants; cross product , MIT 18.02 Multivariable Calculus, Fall 2007|2009-01-16T20:23:20Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|9FLItlbBUPY
66|4|3|Lec 3: Matrices; inverse matrices , MIT 18.02 Multivariable Calculus, Fall 2007|2009-01-16T20:26:59Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|bHdzkFrgRcA
67|4|4|Lec 4: Square systems; equations of planes , MIT 18.02 Multivariable Calculus, Fall 2007|2009-01-16T19:59:12Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|YBajUR3EFSM
68|4|5|Lec 5: Parametric equations for lines and curves , MIT 18.02 Multivariable Calculus, Fall 2007|2009-01-16T20:05:07Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|57jzPlxf4fk
69|4|6|Lec 6: Velocity, acceleration; Kepler's second law , MIT 18.02 Multivariable Calculus, Fall 2007|2009-01-16T19:58:49Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|0D4BbCa4gHo
70|4|7|Lec 7: Review , MIT 18.02 Multivariable Calculus, Fall 2007|2009-01-27T21:53:17Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|U1EcnfTKXJ0
71|4|8|Lec 8: Level curves; partial derivatives; tangent plane , MIT 18.02 Multivariable Calculus, Fall 07|2009-01-16T23:24:25Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|dK3NEf13nPc
72|4|9|Lec 9: Max-min problems; least squares , MIT 18.02 Multivariable Calculus, Fall 2007|2009-01-16T23:32:58Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|UYe98CcxPbs
73|4|10|Lec 10: Second derivative test; boundaries & infinity , MIT 18.02 Multivariable Calculus, Fall 2007|2009-01-17T00:19:41Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|3_goGnJm5sA
74|4|11|Lec 11: Differentials; chain rule , MIT 18.02 Multivariable Calculus, Fall 2007|2009-01-16T23:59:03Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|7eZVshlT33Q
75|4|12|Lec 12: Gradient; directional derivative; tangent plane , MIT 18.02 Multivariable Calculus, Fall 07|2009-01-16T23:32:08Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|2XraaWefBd8
76|4|13|Lec 13: Lagrange multipliers , MIT 18.02 Multivariable Calculus, Fall 2007|2009-01-16T23:37:57Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|15HVevXRsBA
77|4|14|Lec 14: Non-independent variables , MIT 18.02 Multivariable Calculus, Fall 2007|2009-01-16T23:35:37Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|23xbkrpQuAo
78|4|15|Lec 15: Partial differential equations; review , MIT 18.02 Multivariable Calculus, Fall 2007|2009-01-16T23:16:47Z|This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include vectors and matrices, partial derivatives, double and triple integrals, and vector calculus in 2 and 3-space.  MIT OpenCourseWare offers another version of 18.02, from the Spring 2006 term. Both versions cover the same material, although they are taught by different faculty and rely on different textbooks. Multivariable Calculus (18.02) is taught during the Fall and Spring terms at MIT, and is a required subject for all MIT undergraduates.  License: Creative Commons BY-NC-SA More information at ocw.mit.edu/terms|ChiM2-MV-qM
