Eid|Sid|Order|Title|Created at|Description|Course
90|1|29|Changes in Market Equilibrium|2012-01-02T20:39:28Z|Learning Objectives  Learning Objectives  1. How the scarcity of economic resources leads to tradeoffs.  2. How to use the concept of comparative advantage to demonstrate the potential for gains from trade.  3. How to use the market model to illustrate supply, demand, and price determination.  Whether you're brand new to the field of economics, or just want to brush up on some foundational ideas, this course will cover all of the topics typically found in the first unit of an introductory economics course.  To explore our full introduction to economics unit, visit Khan Academy: https://www.khanacademy.org/economics-finance-domain/ap-microeconomics/basic-economic-concepts  To explore our full courses in economics and finance, visit Khan Academy: https://www.khanacademy.org/economics-finance-domain|NgPqyM3I_8o
91|1|30|Changes in equilibrium price and quantity when supply and demand change , Khan Academy|2017-11-21T07:48:11Z|Learning Objectives  Learning Objectives  1. How the scarcity of economic resources leads to tradeoffs.  2. How to use the concept of comparative advantage to demonstrate the potential for gains from trade.  3. How to use the market model to illustrate supply, demand, and price determination.  Whether you're brand new to the field of economics, or just want to brush up on some foundational ideas, this course will cover all of the topics typically found in the first unit of an introductory economics course.  To explore our full introduction to economics unit, visit Khan Academy: https://www.khanacademy.org/economics-finance-domain/ap-microeconomics/basic-economic-concepts  To explore our full courses in economics and finance, visit Khan Academy: https://www.khanacademy.org/economics-finance-domain|kl4n-EWwPyA
92|1|31|Changes in income, population, or preferences , Microeconomics , Khan Academy|2011-12-31T00:12:59Z|Learning Objectives  Learning Objectives  1. How the scarcity of economic resources leads to tradeoffs.  2. How to use the concept of comparative advantage to demonstrate the potential for gains from trade.  3. How to use the market model to illustrate supply, demand, and price determination.  Whether you're brand new to the field of economics, or just want to brush up on some foundational ideas, this course will cover all of the topics typically found in the first unit of an introductory economics course.  To explore our full introduction to economics unit, visit Khan Academy: https://www.khanacademy.org/economics-finance-domain/ap-microeconomics/basic-economic-concepts  To explore our full courses in economics and finance, visit Khan Academy: https://www.khanacademy.org/economics-finance-domain|do1HDIdfQkU
93|2|1|Introduction to matrices|2008-06-08T02:31:29Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|xyAuNHPsq-g
94|2|2|Matrix multiplication (part 1)|2008-06-08T02:20:10Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|aKhhYguY0DQ
95|2|3|Matrix multiplication (part 2)|2008-06-08T02:42:14Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|OAh573i_qn8
96|2|4|Idea behind inverting a 2x2 matrix , Matrices , Precalculus , Khan Academy|2008-06-08T17:36:55Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|iUQR0enP7RQ
97|2|5|Classic video on inverting a 3x3 matrix part 1 , Matrices , Precalculus , Khan Academy|2008-06-08T20:10:52Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|S4n-tQZnU6o
98|2|6|Classic video on inverting a 3x3 matrix part 2 , Matrices , Precalculus , Khan Academy|2008-06-08T22:41:46Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|obts_JDS6_Q
99|2|7|Matrices to solve a system of equations , Matrices , Precalculus , Khan Academy|2008-06-14T17:42:53Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|AUqeb9Z3y3k
100|2|8|Matrices to solve a vector combination problem , Matrices , Precalculus , Khan Academy|2008-06-14T18:18:30Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|gsNgdVdAT1o
101|2|9|Singular matrices , Matrices , Precalculus , Khan Academy|2008-06-15T17:35:02Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|UqyN7-tRS00
102|2|10|3-variable linear equations (part 1)|2008-07-02T23:58:38Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|5tB7y_piK6o
103|2|11|Solving 3 Equations with 3 Unknowns|2009-04-12T04:11:13Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|woqq3Sls1d8
104|2|12|Linear Algebra: Introduction to Vectors|2009-10-08T20:03:27Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|5cWB52I-SF0
105|2|13|Vector examples , Vectors and spaces , Linear Algebra , Khan Academy|2009-10-08T21:24:32Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|r4bH66vYjss
106|2|14|Parametric representations of lines , Vectors and spaces , Linear Algebra , Khan Academy|2009-10-08T23:14:51Z|Matrices, vectors, vector spaces, transformations.  Covers all topics in a first year college linear algebra course.  This is an advanced course normally taken by science or engineering majors after taking at least two semesters of calculus (although calculus really isn't a prereq) so don't confuse this with regular high school algebra.|hWhs2cIj7Cw
